X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.447,0.598926518027923,0.145,0.131508180918163,0.288,0.234606848122219,0.282,0.19135743372654
0.262,0.351571251894706,0.145,0.133431584742359,0.28,0.272990999826099,0.288,0.227660393386889
0.114,0.19993523345053,0.282,0.133311225826609,0.277,0.313358197007539,0.28,0.259296828736971
0.389,0.483939011958809,0.288,0.12965380961659,0.405,0.275904276423539,0.277,0.291870833005318
0.283,0.39025777232551,0.28,0.127610980403565,0.447,0.34065859747997,0.405,0.293925731396795
0.1321,0.236048210047376,0.277,0.127496276085041,0.453,0.396323431396191,0.447,0.34046335010382
0.0758,0.063389971039983,0.405,0.128333667848553,0.262,0.276116315443095,0.453,0.380488346385329
0.107,0.112075471067852,0.447,0.124946776598836,0.114,0.14070009528732,0.262,0.16856784601393
0.2171,0.18483908636162,0.453,0.123179875956978,0.389,0.34234672366894,0.114,0.0430056967008564
0.3297,0.2602061871103,0.262,0.147163916691056,0.283,0.253342498237102,0.389,0.263213684472321
0.05153,0.0477239132818828,0.114,0.142888522848876,0.0758,0.0657048892371534,0.283,0.197224605273143
0.0708,0.0682587205679456,0.389,0.138112382770462,0.107,0.0811505015437206,0.0758,0
0.1139,0.122476997363846,0.283,0.1381944552468,0.2171,0.114895491236294,0.107,0
0.2149,0.208399404327592,0.0758,0.127939943624875,0.3297,0.156041317819316,0.2171,0.0528413824383328
0.351,0.286812522984996,0.107,0.126788837371773,0.05153,0.0628323279796068,0.3297,0.11903725354141
0.0525,0.0538983568207187,0.2171,0.125500504882769,0.0708,0.0683727108049086,0.05153,0
0.06515,0.0789695480337218,0.3297,0.124356110759291,0.1139,0.0886837283857873,0.0708,0
0.1127,0.14115893584286,0.05153,0.115517938927258,0.2149,0.13309062383081,0.1139,0.00575731482558174
0.2495,0.261022970266798,0.0708,0.115094738350471,0.351,0.18253828255323,0.2149,0.0853755156646524
0.06713,0.0787331673370177,0.1139,0.114174107218411,0.0525,0.0651859517267935,0.351,0.152275316428153
0.07973,0.111708156957414,0.2149,0.113099203109602,0.06515,0.0731904420774652,0.0525,0
0.1485,0.213319449385728,0.351,0.11236292565485,0.1127,0.101773867886021,0.06515,0
0.3055,0.411552061979511,0.0525,0.0936353003716155,0.2495,0.176291176227905,0.1127,0.0467103976464882
0.06883,0.244987519731007,0.06515,0.0934094567270855,0.06713,0.0763524881398892,0.2495,0.154522159049868
0.01333,0.115309464682472,0.1127,0.0929910119501452,0.07973,0.0920522044173806,0.1485,0.186715490329673
0.02011,0.171043791848159,0.2495,0.0924637910818123,0.1485,0.156842814487004,0.3055,0.344224521857913
0.02467,0.0624611383184141,0.07973,0.0676499505466087,0.06883,0.0793215646387583,0.06883,0.121455224913995
0.02807,0.108637110389259,0.1485,0.068603904934004,0.01333,0,0.01333,0.0125220440022075
0.03423,0.0660669886177229,0.3055,0.0698188591508958,0.02011,0.00726352268415237,0.02011,0.0638958519779839
0.04633,0.123435037172675,0.06883,0.0185754636495358,0.06101,0.0558416025407902,0.06101,0.109963103951487
0.04945,0.141572447127516,0.01333,0.0177524356787841,0.02467,0,0.02467,0
0.02027,0.327411769855137,0.02011,0.0205081797938444,0.02807,0,0.02807,0.0193887356240977
0.03997,0.446935798091176,0.06101,0.0227113260866312,0.03423,0,0.03423,0.0104965495390937
0.06555,0.0718569252066543,0.02467,0.0219446816824759,0.04633,0,0.04633,0.0598431474573811
0.06913,0.111499331972804,0.02807,0.0256180685536104,0.04945,0,0.04945,0.0766211347155844
0.08587,0.156476644043381,0.03423,0.0432027476497019,0.02027,0.248406734447813,0.02027,0.223727589514528
0.06621,0.218777275004278,0.04633,0.0494670259429589,0.06555,0.00380431853195386,0.03997,0.30922601991169
0.1171,0.333458563152071,0.04945,0.0511783193718579,0.06913,0.0696696608543469,0.06555,0.0130883365410121
0.1321,0.423239621789192,0.02027,0.0501349874717859,0.08587,0.160884243803812,0.06913,0.0469534229412899
0.1002,0.0752962316085893,0.03997,0.0737343381089556,0.06621,0.260782534378206,0.08587,0.0883110187914618
0.09593,0.164971414504334,0.06555,0.000189427831180796,0.1171,0.257580092782961,0.06621,0.14416575128962
0.1026,0.225062304227645,0.06913,0.0141004469572418,0.1321,0.128439684059106,0.1171,0.236873939242446
0.2021,0.403824360372792,0.08587,0.0274247255964518,0.1002,0.00594738626867515,0.1321,0.301504680333224
0.1248,0.0825600947829576,0.06621,0.043678251258482,0.09593,0.172132943141074,0.1002,0.0304938121531032
0.1246,0.12513897978824,0.1171,0.0691722136978876,0.1026,0.268233919522798,0.09593,0.110796518358248
0.1408,0.171691993116094,0.1321,0.0876215537040657,0.2021,0.194548546016825,0.1026,0.164278533473368
0.1945,0.363331208908634,0.1002,0.0288258317281539,0.1248,0.0109403663397935,0.2021,0.302600955042353
0.1746,0.16168295088101,0.09593,0.0591393311316535,0.1246,0.0797149417025175,0.1248,0.066726087706025
0.1817,0.216643935657385,0.1026,0.0753949591368863,0.1408,0.172179720314374,0.1246,0.104465535589158
0.1942,0.305540005813007,0.2021,0.11561809434417,0.1484,0.285641110538547,0.1408,0.147300226363587
0.0959,0.0592528183556576,0.1248,0.0925974010837109,0.1945,0.298139194764772,0.1484,0.207476978689028
0.1179,0.106280828154831,0.1246,0.109460460165904,0.1746,0.116199163155201,0.1945,0.303836736716207
0.1653,0.160537851582623,0.1408,0.124863628929797,0.1817,0.223845542210982,0.1746,0.22942458971934
0.2375,0.25108186996524,0.1484,0.144970842932458,0.1942,0.36113271710054,0.1817,0.278595100249751
0.2922,0.302544263006938,0.1945,0.175717168830852,0.0959,0.0439734454972413,0.1942,0.351495036025373
0.372,0.456926261080699,0.1746,0.333401234711074,0.1179,0.189789688559989,0.0959,0.0591018947616297
0.4867,0.57834301571741,0.1817,0.35314283603859,0.1653,0.350568971939795,0.1179,0.0977404224113199
0.367,0.333072945747428,0.1942,0.381208075843796,0.2375,0.427845301066553,0.1653,0.147703569679589
0.544,0.574778210487652,0.0959,0.0586593203544165,0.2922,0.366101542819526,0.2375,0.227442582463907
0.1845,0.0848420004640247,0.1179,0.0936625325737996,0.372,0.152185444502817,0.2922,0.268979127776998
0.2655,0.152568961588656,0.1653,0.125690261111324,0.4867,0.369819590020404,0.372,0.380108446952229
0.4288,0.295068865254125,0.2375,0.169598640766946,0.2275,0.371334717237535,0.4867,0.45954578625981
0.6118,0.547537015981808,0.2922,0.191205934567939,0.3107,0.461592723706045,0.2275,0.196463092914383
0.0196,0.200709903269325,0.372,0.250722122465838,0.367,0.392202586239858,0.3107,0.26326299059743
0.223,0.379434217590138,0.4867,0.293733083765707,0.544,0.311279676276177,0.367,0.325024911059695
0.3653,0.556130849489144,0.2275,0.212604901407298,0.1845,0.0593860409905627,0.544,0.489250099011002
0.4883,0.710038951915283,0.3107,0.249221914553018,0.2655,0.226376993916156,0.1845,0.208664597488896
0.08127,0.0477070172597298,0.367,0.282873798138642,0.4288,0.525152373703318,0.2655,0.270188981005148
0.1049,0.0726903323475178,0.544,0.375025067130137,0.6118,0.323529924358985,0.4288,0.392877395462778
0.1428,0.134690587369616,0.1845,0.393690773488013,0.0196,0.547371772779759,0.6118,0.567852483617772
